|text|span|label|ordinal
20|На получение чека ушло полчаса, что было прекрасно, так как мы могли посидеть, выпить и поговорить!|выпить|neutral|0.0
21|Получение чека заняло полчаса, и это было прекрасно, так как мы могли сидеть, пить и разговаривать!|чека|neutral|0.0
22|Дизайн и атмосфера так же хороши.|Дизайн|positive|0.0
23|Дизайн и атмосфера так же хороши.|атмосфера|positive|0.0
24|Он побывал в Таиланде и хорошо разбирается в кухне.|кухне|positive|0.0
25|Пицца лучшая, если вы любите пиццу с тонкой корочкой.|Пицца|positive|0.0
26|Пицца лучшая, если вы любите пиццу с тонкой корочкой.|пиццу с тонкой корочкой|neutral|0.0
27|Все деньги ушли на оформление интерьера, ни одна из них не досталась поварам.|оформление интерьера|positive|0.0
28|Все деньги ушли на оформление интерьера, ни одна из них не досталась поварам.|поварам|negative|0.0
29|Места неудобные, если вы сидите у стены на деревянных скамейках.|Места|negative|0.0
30|Я попросил сельтерскую с лаймом, без льда.|сельтерскую с лаймом|neutral|0.0
31|Не ходите в одиночку - даже двух человек недостаточно для полного впечатления, с соленьями и выбором мяса и морепродуктов.|соленьями|positive|0.0
32|Не ходите в одиночку - даже двух человек недостаточно для полного впечатления, с соленьями и выбором мяса и морепродуктов.|выбором мяса и морепродуктов|positive|0.0
33|Мое предложение - питаться по-семейному, потому что вы захотите попробовать другие блюда.|блюда|neutral|0.0
34|Мое предложение - питаться по-семейному, потому что вы захотите попробовать другие блюда.|питаться по-семейному|positive|0.0
35|Лучшее из всего - это теплая атмосфера, владелец очень дружелюбен, а обслуживание быстрое.|атмосфера|positive|0.0
36|Лучшее из всего - это теплая атмосфера, владелец очень дружелюбный и обслуживание быстрое.|владелец|positive|0.0
37|Лучшее из всего - это теплая атмосфера, владелец очень дружелюбен, а обслуживание быстрое.|обслуживание|positive|0.0
38|У «Фаана» отличная концепция, но немного грубовата доставка.|доставка|negative|0.0
39|Потрясающая еда, теплая атмосфера и дружелюбное обслуживание - это место в центре города не пропускает ни одного удара.|еда|positive|0.0
40|Потрясающая еда, теплая атмосфера, дружелюбное обслуживание - это место в центре города не пропускает ни одного удара.|атмосфера|positive|0.0
41|Потрясающая еда, теплая атмосфера, дружелюбное обслуживание - это место в центре города не пропускает ни одного удара.|обслуживание|positive|0.0
42|Отличная еда по разумным ценам делает вечер незабываемым!|еда|positive|0.0
43|Отличная еда по разумным ценам, делает вечер, который не может быть превзойден!|ценам|positive|0.0
44|Это маленькое место с милым интерьером и доступными городскими ценами.|интерьером|positive|0.0
45|Это маленькое заведение с милым интерьером и доступными городскими ценами.|ценами|positive|0.0
46|Два слова: Бесплатное вино.|вино|positive|0.0
47|Цена разумная, хотя обслуживание плохое.|Цена|positive|0.0
48|Цена разумная, хотя обслуживание плохое.|обслуживание|negative|0.0
49|Количество также очень хорошее, вы останетесь довольны.|Количество|positive|0.0
50|Я наткнулся на этот ресторан на втором этаже две пятницы назад, когда был с двумя друзьями в городе из Лос-Анджелеса. Будучи серьезными любителями суши, мы сели за суши-бар, чтобы быть ближе к действию.|суши|neutral|0.0
51|Я наткнулся на этот ресторан на втором этаже две пятницы назад, когда был с двумя друзьями в городе из Лос-Анджелеса. Будучи серьезными любителями суши, мы сели за суши-бар, чтобы быть ближе к действию.|суши-бар|neutral|0.0
52|Жареный рис здесь потрясающий.|Жареный рис|positive|0.0
53|Три блюда - на выбор: отличные мидии, козий сыр из слоеного теста и салат с восхитительной заправкой, а также стейк из ягненка au poivre, который просто вне этого мира.|мидии|positive|0.0
54|Три блюда - на выбор: превосходные мидии, козий сыр из слоеного теста и салат с восхитительной заправкой, а также стейк из вешалки au poivre, который не имеет аналогов в этом мире.|козий сыр из слоеного теста|positive|0.0
55|Три блюда - на выбор: превосходные мидии, козий сыр из слоеного теста и салат с восхитительной заправкой, а также стейк из вешалки au poivre, который не имеет аналогов в этом мире.|салат с восхитительной заправкой|positive|0.0
56|Три блюда - на выбор: превосходные мидии, салат из слоеного теста с козьим сыром и восхитительной заправкой, а также стейк из вешалки au poivre, который не имеет аналогов в этом мире.|стейк из вешалки au poivre|positive|0.0
57|Три блюда - на выбор: превосходные мидии, салат из слоеного теста с козьим сыром и восхитительной заправкой, а также стейк из вешалки au poivre, который не имеет аналогов в этом мире.|блюда|neutral|0.0
58|Это идеальное место, чтобы отведать вкуснейшую индийскую еду.|индийскую еду|positive|0.0
59|Это место такое классное, и обслуживание быстрое и любопытное.|обслуживание|positive|0.0
60|Место такое классное, а обслуживание быстрое и внимательное.|Место|positive|0.0
61|В конце у вас остается мягкий бульон с лапшой, который вы можете потягивать из чашки.|бульон с лапшой|positive|0.0
62|Я просто удивляюсь, как можно есть такую вкусную еду за такие маленькие деньги.|еду|positive|0.0
63|Я просто удивляюсь, как можно есть такую вкусную еду за такие маленькие деньги.|деньги|positive|0.0
64|Еда была вкусной, но не приходите сюда на голодный желудок.|еда|conflict|0.0
65|Винная карта превосходна.|Винная карта|positive|0.0
66|Я бывал во многих тайских ресторанах на Манхэттене, и Toons - это, безусловно, лучшая тайская еда, которую я пробовал (кроме маминой, конечно).|тайская еда|positive|0.0
67|Они даже не дали мне допить мой бокал вина, прежде чем предложить другой.|бокал вина|neutral|0.0
68|Когда нас спрашивали, мы должны были задавать более подробные вопросы, чтобы знать, какие есть специальные предложения.|специальные предложения|neutral|0.0
69|Это неизменно отличное место для обеда или ужина.|обеда|neutral|0.0
70|Это неизменно отличное место для обеда или ужина.|ужина|neutral|0.0
71|Это неизменно отличное место для перекуса в обед или ужин.|перекуса|positive|0.0
72|Хорошая атмосфера, обслуживание было очень приятным, и десерт была хорошей.|атмосфера|positive|0.0
73|Хорошая атмосфера, обслуживание было очень приятным, а десерт была хорошей.|обслуживание|positive|0.0
74|Хорошая атмосфера, обслуживание было очень приятным, а десерт - хорошей.|десерт|positive|0.0
75|После того, как нам очень понравилось в баре, мы сели за столик и поужинали.|баре|positive|0.0
76|После того, как нам очень понравилось в баре, мы сели за стол и поужинали.|стол|neutral|0.0
77|После того, как нам очень понравилось в баре, мы сели за стол и поужинали.|поужинали|neutral|0.0
78|Потрясающее обслуживание, фантастическая еда, расслабляющая атмосфера и обстановка.|обслуживание|positive|0.0
79|Потрясающее обслуживание, фантастическая еда, расслабляющая атмосфера и обстановка.|еда|positive|0.0
80|Потрясающее обслуживание, фантастическая еда, расслабляющая атмосфера и обстановка.|атмосфера|positive|0.0
81|Потрясающее обслуживание, фантастическая еда и прохладная атмосфера и обстановка.|обстановка|positive|0.0
82|Попробуйте закуску лазаньета.|закуску лазаньета|positive|0.0
83|Мне понравился выбор пива.|выбор пива|positive|0.0
84|Отличная еда, хорошее меню, отличное обслуживание и непритязательная обстановка.|еда|positive|0.0
85|Отличная еда, хорошее меню, отличное обслуживание и непритязательная обстановка.|меню|positive|0.0
86|Отличная еда, хорошее меню, отличное обслуживание и непритязательная обстановка.|обслуживание|positive|0.0
87|Отличная еда, хорошее меню, отличное обслуживание и непритязательная обстановка.|обстановка|positive|0.0
88|Посетите этот ресторан для романтического ужина, но не для вау-ужина.|ужина|positive|0.0
89|Приходите сюда на романтический ужин, но не для вау-ужина.|вау-ужина|positive|0.0
90|Я вырос на Dosa и до сих пор не нашел в Нью-Йорке места, которое удовлетворило бы мои вкусовые рецепторы.|Dosa|neutral|0.0
91|Винотека хорошая, и вино по бокалам было щедро наполнено доверху.|Винотека|positive|0.0
92|Выбор вин хороший, и вино по бокалам было щедро наполнено до верха.|вино по бокалам|positive|0.0
93|Благодаря большому разнообразию меню, я часто здесь обедаю и никогда не скучаю.|меню|positive|0.0
94|Меню очень ограничено - я думаю, мы насчитали 4 или 5 блюд.|меню|negative|0.0
95|Меню очень ограничено - я думаю, мы насчитали 4 или 5 блюд.|блюд|negative|0.0
96|Меню ограничено, но почти все блюда превосходны.|меню|negative|0.0
97|Меню ограничено, но почти все блюда превосходны.|блюда|positive|0.0
98|Не очень нравится их саке-мартини.|саке-мартини|negative|0.0
99|Отличные бублики, спреды и хорошее место, чтобы потусоваться.|бублики|positive|0.0
100|Отличные бублики, спреды и хорошее место, чтобы потусоваться.|спреды|positive|0.0
101|Обслуживание меняется изо дня в день - иногда они очень милы, а иногда нет.|обслуживание|conflict|0.0
102|Одна вещь, которая мне понравилась в этом месте, это то, что я никогда не чувствовал спешки или давления, чтобы уступить свой столик приходящим гостям.|столик|neutral|0.0
103|К сожалению, еда здесь превосходная, но все остальное в этом ресторане - отстой.|еда|positive|0.0
104|Мы всегда едим вкусную еду и всегда уходим довольными.|еду|positive|0.0
105|Зачерпните ингредиенты палочками, покрутите их и съешьте.|ингредиенты|neutral|0.0
106|Возьмите палочками ингредиенты, покрутите их и съешьте.|палочками|neutral|0.0
107|Первым делом зашли сюда, чтобы насладиться их садовой террасой.|садовой террасой|positive|0.0
108|Пицца была довольно вкусной и огромной.|Пицца|positive|0.0
109|Кухня, насколько я понял, настоящая тайваньская, хотя она сильно отличается от той, к которой я привык в Тайбэе.|Кухня|neutral|0.0
110|Я почти не решаюсь написать отзыв, потому что атмосфера была такой замечательной, и мне бы не хотелось, чтобы здесь стало слишком многолюдно.|атмосфера|positive|0.0
111|По выходным здесь часто бывает много народу, но обслуживание эффективное и точное.|обслуживание|positive|0.0
112|По выходным у них часто многолюдно, но они эффективно и точно обслуживают.|многолюдно|negative|0.0
113|Все мои коллеги были поражены тем, насколько маленьким было блюдо.|блюдо|negative|0.0
114|Атмосфера непередаваемая, обслуживание безупречное, а еда великолепная.|атмосфера|positive|0.0
115|Атмосфера непередаваемая, обслуживание безупречное, еда великолепная.|обслуживание|positive|0.0
116|Атмосфера непередаваемая, обслуживание безупречное, а еда великолепная.|еда|positive|0.0
117|Мы заказали специальное блюдо, бранзино на гриле, которое было настолько пропитано костями, что его было трудно есть.|бранзино на гриле|negative|0.0
118|Официант дружелюбный, а еда становится все лучше и лучше.|Официант|positive|0.0
119|Официант приветлив, а еда становится все лучше и лучше!|еда|positive|0.0
120|По выходным здесь может быть немноголюдно, но атмосфера хорошая, и это лучшая французская кухня, которую вы найдете в этом районе.|атмосфера|positive|0.0
121|В выходные дни здесь может быть немноголюдно, но атмосфера хорошая, и это лучшая французская кухня, которую вы найдете в этом районе.|французская кухня|positive|0.0
122|По выходным здесь может быть немноголюдно, но атмосфера хорошая, и это лучшая французская кухня, которую вы найдете в этом районе.|немноголюдно|negative|0.0
123|Прямо рядом с L в Бруклине это милое уютное место с хорошей пиццей.|пиццей|positive|0.0
124|Прямо у L в Бруклине это милое уютное место с хорошей пиццей.|место|positive|0.0
125|Le Pere Pinard предлагает меню перед театром за 15 долларов, которое является выдающимся.|меню перед театром|positive|0.0
126|Я также заказал доставку, но ресторан забыл выполнить половину заказа.|доставкy|negative|0.0
127|Я также заказал доставку, но ресторан забыл выполнить половину заказа.|заказа|negative|1.0
128|Наш официант проверял нас, возможно, дважды за все время приема пищи.|официант|negative|0.0
129|Наш официант проверял нас, возможно, дважды за все время приема пищи.|приема пищи|neutral|0.0
130|Сильные запахи, доносившиеся слева и справа от меня, негативно повлияли на мои вкусовые рецепторы.|запахи|negative|0.0
131|Мы ели сэндвич с лобстером, и это было ПОТРЯСАЮЩЕ.|сэндвич с лобстером|positive|0.0
132|Если бы мы тянули время, я мог бы понять, откуда они взялись, но мы пробыли там меньше часа, а нам еще даже не принесли чек!|чек|negative|0.0
133|"Несмотря на то, что ролл ""Паук"" с крабами в мягких панцирях, свисающими с него, может показаться сложным в употребления, он стоит цену, которю вы за него платите."|"Ролл ""Паук"""|conflict|0.0
134|"Несмотря на то, что ролл ""Паук"" с крабами в мягких панцирях, свисающими с него, может показаться сложным в употребления, он стоит цену, которю вы за него платите."|цену|positive|0.0
135|"Несмотря на то, что ролл ""Паук"" с крабами в мягких панцирях, свисающими с него, может показаться сложным в употребления, он стоит цену, которю вы за него платите."|крабы в мягких панцирях|positive|0.0
136|Шашлыки во фритюре - это вкусно, но в Нью-Йорке их все еще редко можно найти.|Шашлыки во фритюре|positive|0.0
137|Я пытался забронировать столик, но оба раза хозяйки не назвала моего имени.|бронирование|neutral|0.0
138|Я пытался забронировать столик, но оба раза хозяйки не назвала моего имени.|хозяйки|negative|0.0
139|Я также рекомендую блюда из риса или различные сорта рисовой каши (congee).|блюда из риса|positive|0.0
140|Я также рекомендую блюда из риса или различные сорта рисовой каши (congee).|рисовой каши (congee)|positive|0.0
141|За их закуску с тунцовым тартаром можно умереть.|закуска с тунцовым тартаром|positive|0.0
142|Оазис изысканности: Блюда, хотя и несколько неоднородные, часто достигают вершин новой американской изысканной кухни - страсть шеф-повара (и точное исполнение на кухне) наиболее ярко проявляются в рыбных блюдах и супах.|Продовольствие|conflict|0.0
143|Оазис изысканности: Блюда, хотя и несколько неоднородные, часто достигают вершин новой американской изысканной кухни - страсть шеф-повара (и точное исполнение на кухне) наиболее ярко проявляются в рыбных блюдах и супах.|шеф-повара|positive|0.0
144|Оазис изысканности: Блюда, хотя и несколько неоднородные, часто достигают вершин новой американской изысканной кухни - страсть шеф-повара (и точное исполнение на кухне) наиболее ярко проявляются в рыбных блюдах и супах.|рыбных блюдах|positive|0.0
145|Оазис изысканности: Блюда, хотя и несколько неоднородные, часто достигают вершин новой американской изысканной кухни - страсть шеф-повара (и точное исполнение на кухне) наиболее ярко проявляются в рыбных блюдах и супах.|супах|positive|0.0
146|Оазис изысканности: Блюда, хотя и несколько неоднородные, часто достигают вершин новой американской изысканной кухни - страсть шеф-повара (и точное исполнение на кухне) наиболее ярко проявляются в рыбных блюдах и супах.|кухне|positive|0.0
147|Оазис изысканности: Блюда, хотя и несколько неоднородные, часто достигают вершин новой американской изысканной кухни - страсть шеф-повара (и точное исполнение на кухне) наиболее ярко проявляются в рыбных блюдах и супах.|кухни|positive|0.0
148|Если вы любите вино, сыр и вкусные блюда французской кухни, вам понравятся блюда ручной работы!|вино|positive|0.0
149|Если вы любите вино, сыр и вкусные блюда французской кухни, вам понравятся блюда ручной работы!|французской кухня|positive|0.0
150|Если вы любите вино, сыр и вкусные блюда французской кухни, вам обязательно понравятся блюда ручной работы!|сыр|positive|0.0
151|Я люблю индийскую кухню и считаю себя в ней настоящим экспертом.|индийскую кухню|positive|0.0
152|Некоторые виды детской пиццы исполняют свои желания.|детской пиццы|neutral|0.0
153|В целом, Да, несмотря на ожидание, оно того стоит|ожидание|negative|0.0
154|Десерт из лавового торта был невероятным, и я рекомендую его.|Десерт из лавового торта|positive|0.0
155|VT - это то, чем надеются стать маленькие пиццы, когда вырастут.|маленькие пиццы|neutral|0.0
156|От ужасного обслуживания до безвкусной еды, не говоря уже о неприветливых менеджерах, общее впечатление было ужасным.|обслуживание|negative|0.0
157|От ужасного обслуживания до безвкусной еды, не говоря уже о неприветливых менеджерах, общее впечатление было ужасным.|питание|negative|0.0
158|От ужасного обслуживания до безвкусной еды, не говоря уже о неприветливых менеджерах, общее впечатление было ужасным.|менеджеры|negative|0.0
159|Лахор - отличное место, куда можно заскочить поздно вечером, когда вам нужно по-настоящему вкусно поесть по дешевке - скорее всего, вам будет трудно съесть то количество еды, которое вы получите за четыре доллара.|еда|positive|0.0
160|Лахор - отличное место, куда можно заскочить поздно вечером, когда вам нужно по-настоящему вкусно поесть по дешевке - скорее всего, вам будет трудно съесть то количество еды, которое вы получите за четыре ДОЛЛАРА.|еда|positive|1.0
161|Когда я был там в последний раз, мы сидели за столиком в коридоре рядом с кухней.|стол|negative|0.0
162|хороший выбор вин, от недорогих до элитных.|выбор вин|positive|0.0
163|В целом хороший ресторан с классическим высококлассным итальянским декором.|итальянским декором|positive|0.0
164|Еда не впечатлила.|Еда|negative|0.0
165|Все впечатления от ужина были замечательными!|впечатления от ужина|positive|0.0
166|Выбор вин (в бокалах и бутылках) замечательный, и я всегда рекомендую друзьям забронировать столик, если они собираются приехать в город.|выбор вин|positive|0.0
167|Выбор вин (в бокалах и бутылках) замечательный, и я всегда рекомендую друзьям забронировать столик, если они собираются приехать в город.|забронировать|neutral|0.0
168|Обслуживание на высшем уровне: рассадка гостей была отложена на 35 минут после бронирования, метрдотель принес извинения и регулярно информировал нас о ходе работ.|Обслуживание|positive|0.0
169|Обслуживание на высшем уровне: рассадка гостей была отложена на 35 минут после бронирования, метрдотель принес извинения и регулярно информировал нас о ходе работ.|метрдотель|positive|0.0
170|Обслуживание на высшем уровне: рассадка гостей была отложена на 35 минут после бронирования, метрдотель принес извинения и регулярно информировал нас о ходе работ.|бронирования|negative|0.0
171|Заказываю утку по-панангски, это фантастика.|утка по-панангски|positive|0.0
172|Еда обычно очень вкусная, хотя иногда я задумываюсь о свежести сырых овощей в гарнирах.|Еда|conflict|0.0
173|Еда обычно очень вкусная, хотя иногда я задумываюсь о свежести сырых овощей в гарнирах.|сырых овощей|negative|0.0
174|Если не считать отвратительного обслуживания от двух человек, все отлично.|обслуживания|negative|0.0
175|У них есть настоящие индийские блюда по потрясающим ценам.|индийские блюда|positive|0.0
176|У них есть настоящие индийские блюда по потрясающим ценам.|ценам|positive|0.0
177|Атмосфера - непринужденная и стильная.|Атмосфера|positive|0.0
178|К счастью, мы оставили место для лосося барбекю, морского окуня и хрустящей утки.|лосося барбекю|positive|0.0
179|К счастью, мы оставили место для лосося барбекю, морского окуня и хрустящей утки.|морского окуня|positive|0.0
180|К счастью, мы оставили место для лосося барбекю, морского окуня и хрустящей утки.|хрустящей утки|positive|0.0
181|Да, они используют необычные ингредиенты, но даже из необычных ингредиентов не получится хорошей пиццы, если только кто-то не знает, как правильно сделать корочку.|ингредиенты|positive|0.0
182|Да, они используют необычные ингредиенты, но даже из необычных ингредиентов не получится хорошей пиццы, если только кто-то не знает, как правильно сделать корочку.|ингредиентов|positive|1.0
183|Да, они используют необычные ингредиенты, но даже из необычных ингредиентов не получится хорошей пиццы, если только кто-то не знает, как правильно сделать корочку.|пиццы|negative|0.0
184|Да, они используют необычные ингредиенты, но даже из необычных ингредиентов не получится хорошей пиццы, если только кто-то не знает, как правильно сделать корочку.|корочку|neutral|0.0
185|"и да, ""Дал Бухара"" чертовски вкусна, как и все кебабы."|кебабы|positive|0.0
186|"и да, ""Дал Бухара"" чертовски вкусна, как и все кебабы."|Дал Бухара|positive|0.0
187|Я с нетерпением жду возможности снова здесь поесть|поесть|positive|0.0
188|Я бывал здесь в детстве и всегда возвращаюсь, чтобы попробовать.|вкус|positive|0.0
189|Тук-Тук - одно из тех уютных заведений по соседству, где вы знаете, что всегда сможете вкусно поесть по разумной цене.|поесть|positive|0.0
190|Тук-Тук - одно из тех уютных заведений по соседству, где вы знаете, что всегда сможете вкусно поесть по разумной цене.|цене|positive|0.0
191|"Бокал ""Прыгающей ящерицы"", бокал просекко и мидии - все были в восторге."|бокал просекко|positive|0.0
192|"Бокал ""Прыгающей ящерицы"", бокал просекко и мидии - все было в восторге."|мидии|positive|0.0
193|"Бокал ""Прыгающей ящерицы"", бокал просекко и мидии - все были в восторге."|"Бокал ""Прыгающей ящерицы"""|positive|0.0
194|Еда была посредственной, а крем-брюле - ужасным - сахар подгорел, не карамелизовался и пах керосином.|Еда|neutral|0.0
195|Еда была посредственной, а крем-брюле - ужасным - сахар подгорел, не карамелизовался и пах керосином.|крем-брюле|negative|0.0
196|Еда была посредственной, а крем-брюле - ужасным - сахар подгорел, не карамелизовался и пах керосином.|сахар|negative|0.0
197|Блюда всегда свежие и подаются быстро.|еда|positive|0.0
198|Блюда всегда свежие и подаются быстро.|подаются|positive|0.0
199|Пицца здесь вкусная.|пицца|positive|0.0
200|Пицца и чесночные узелки тоже великолепны, я заказываю их довольно часто, и доставка всегда очень быстрая!|Пицца|positive|0.0
201|Пицца и чесночные нарезки тоже великолепны, я заказываю у них довольно часто, и доставка всегда супер быстрая!|доставка|positive|0.0
202|Пицца и чесночные нарезки тоже великолепны, я заказываю у них довольно часто, и доставка всегда супер быстрая!|чесночные узелки|positive|0.0
203|Поблизости есть рестораны Wu Liang Ye и Grand Sichuan, где подают отличные блюда китайской кухни.|китайская кухня|positive|0.0
204|Но кто сказал, что в Murray's есть что-то особенное в обслуживании?|обслуживание|neutral|0.0
205|Это место действительно модное, но они забыли о самой важной части ресторана - еде.|еда|negative|0.0
206|Снимаю шляпу перед шеф-поваром.|шеф-повар|positive|0.0
207|Обслуживание можно было бы улучшить, но в целом в этом заведении понимают важность мелочей (например, тяжелого черного чайника, который выглядит как антикварный чайник) в работе ресторана.|Обслуживание|negative|0.0
208|Обслуживание можно было бы улучшить, но в целом в этом заведении понимают важность мелочей (например, тяжелого черного чайника, который выглядит как антикварный чайник) в работе ресторана.|чайник|positive|0.0
209|Пицца очень вкусная - они используют свежую моцареллу вместо дешевого замороженного тертого сыра, который обычно используют в большинстве пиццерий.|pizza|positive|0.0
210|Пицца получается вкусной - они используют свежую моцареллу вместо дешевого замороженного тертого сыра, который обычно используют в большинстве пиццерий.|свежая моцарелла|positive|0.0
